fid,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area
"915",G24051002201004,"24","510","220100","4","245102201004",Block Group 4,G5030,S,172302,0,"+39.2797972","-076.6119494",2284.12969007,172300.431784
"916",G24051002301001,"24","510","230100","1","245102301001",Block Group 1,G5030,S,172956,0,"+39.2743370","-076.6171627",1876.37899998,172956.834991
"917",G24051002301002,"24","510","230100","2","245102301002",Block Group 2,G5030,S,163396,0,"+39.2773722","-076.6169691",1636.68867363,163395.958448
"918",G24051002302001,"24","510","230200","1","245102302001",Block Group 1,G5030,S,112168,0,"+39.2760936","-076.6132602",1670.5760389,112168.134105
"919",G24051002302002,"24","510","230200","2","245102302002",Block Group 2,G5030,S,105428,0,"+39.2717985","-076.6137235",1454.89343694,105428.282343
"920",G24051002303001,"24","510","230300","1","245102303001",Block Group 1,G5030,S,1216164,711520,"+39.2643329","-076.6193615",7270.49612122,1216166.357
"921",G24051002303002,"24","510","230300","2","245102303002",Block Group 2,G5030,S,96311,0,"+39.2698368","-076.6142106",1762.02911902,96309.2541422
"922",G24051002401001,"24","510","240100","1","245102401001",Block Group 1,G5030,S,1045258,793715,"+39.2690176","-076.5866213",11036.3245681,1045254.14804
"923",G24051002401002,"24","510","240100","2","245102401002",Block Group 2,G5030,S,836991,1559172,"+39.2618988","-076.5865915",6255.81141372,836991.488746
"924",G24051002402001,"24","510","240200","1","245102402001",Block Group 1,G5030,S,302478,312934,"+39.2736267","-076.6002800",4965.05418661,302478.339618
"925",G24051002402002,"24","510","240200","2","245102402002",Block Group 2,G5030,S,131594,0,"+39.2751168","-076.6072050",1570.2747667,131594.002945
"926",G24051002403001,"24","510","240300","1","245102403001",Block Group 1,G5030,S,89675,0,"+39.2775651","-076.6107837",1199.68900004,89676.9176211
"927",G24051002403002,"24","510","240300","2","245102403002",Block Group 2,G5030,S,54722,0,"+39.2753176","-076.6102411",1042.50870224,54723.0317426
"928",G24051002403003,"24","510","240300","3","245102403003",Block Group 3,G5030,S,56179,0,"+39.2736622","-076.6103576",1045.44625824,56178.4475101
"929",G24051002404001,"24","510","240400","1","245102404001",Block Group 1,G5030,S,207186,0,"+39.2706635","-076.6091084",1858.17493972,207186.24599
"930",G24051002404002,"24","510","240400","2","245102404002",Block Group 2,G5030,S,886985,965344,"+39.2647359","-076.5991303",10845.3707226,886987.493761
"931",G24051002404003,"24","510","240400","3","245102404003",Block Group 3,G5030,S,110833,0,"+39.2710100","-076.6051188",1484.10928232,110831.238638
"932",G24051002501011,"24","510","250101","1","245102501011",Block Group 1,G5030,S,224244,0,"+39.2787315","-076.6969094",2394.7673183,224245.248324
"933",G24051002501012,"24","510","250101","2","245102501012",Block Group 2,G5030,S,738540,0,"+39.2766230","-076.7014235",4460.56308859,738541.382035
"934",G24051002501021,"24","510","250102","1","245102501021",Block Group 1,G5030,S,430794,0,"+39.2782840","-076.6892067",4344.41335894,430793.085173
"935",G24051002501022,"24","510","250102","2","245102501022",Block Group 2,G5030,S,306842,0,"+39.2760135","-076.6915743",2477.92768079,306842.97648
"936",G24051002501031,"24","510","250103","1","245102501031",Block Group 1,G5030,S,470357,0,"+39.2707883","-076.6731944",2985.95609748,470357.238013
"937",G24051002501032,"24","510","250103","2","245102501032",Block Group 2,G5030,S,782795,0,"+39.2635691","-076.6708816",4368.32518851,782791.729997
"938",G24051002501033,"24","510","250103","3","245102501033",Block Group 3,G5030,S,397782,0,"+39.2681739","-076.6796771",2466.24738747,397780.743045
"939",G24051002501034,"24","510","250103","4","245102501034",Block Group 4,G5030,S,937023,0,"+39.2721621","-076.6847055",5116.78041688,937021.65314
"940",G24051002502031,"24","510","250203","1","245102502031",Block Group 1,G5030,S,751803,361546,"+39.2451631","-076.6164269",4621.17687296,751801.958024
"941",G24051002502032,"24","510","250203","2","245102502032",Block Group 2,G5030,S,171534,0,"+39.2484021","-076.6208256",1920.36107611,171534.761821
"942",G24051002502041,"24","510","250204","1","245102502041",Block Group 1,G5030,S,333040,0,"+39.2447616","-076.6231806",2579.73226077,333038.032746
"943",G24051002502042,"24","510","250204","2","245102502042",Block Group 2,G5030,S,528692,0,"+39.2486671","-076.6296868",5372.72902819,528691.99502
"944",G24051002502051,"24","510","250205","1","245102502051",Block Group 1,G5030,S,1242972,14427,"+39.2462495","-076.6330682",8703.12016572,1256005.78474
"945",G24051002502052,"24","510","250205","2","245102502052",Block Group 2,G5030,S,169689,0,"+39.2527021","-076.6439420",1686.46446434,169689.837842
"946",G24051002502053,"24","510","250205","3","245102502053",Block Group 3,G5030,S,106920,0,"+39.2557919","-076.6439596",1469.97867059,106919.730913
"947",G24051002502054,"24","510","250205","4","245102502054",Block Group 4,G5030,S,577477,0,"+39.2568550","-076.6503681",3977.33725155,577476.094864
"948",G24051002502055,"24","510","250205","5","245102502055",Block Group 5,G5030,S,219041,0,"+39.2530856","-076.6510372",2343.96343411,219042.024499
"949",G24051002502061,"24","510","250206","1","245102502061",Block Group 1,G5030,S,1261421,18103,"+39.2717542","-076.6619711",5899.48475113,1279527.96724
"950",G24051002502062,"24","510","250206","2","245102502062",Block Group 2,G5030,S,771037,0,"+39.2601317","-076.6578432",4345.09876446,771035.47619
"951",G24051002502063,"24","510","250206","3","245102502063",Block Group 3,G5030,S,517143,0,"+39.2649413","-076.6612065",3279.94286128,517139.932897
"952",G24051002502071,"24","510","250207","1","245102502071",Block Group 1,G5030,S,678385,380163,"+39.2573065","-076.6300635",4635.6114635,678386.493814
"953",G24051002502072,"24","510","250207","2","245102502072",Block Group 2,G5030,S,239090,0,"+39.2517183","-076.6233094",2528.00860751,239088.423012
"954",G24051002503011,"24","510","250301","1","245102503011",Block Group 1,G5030,S,1137020,307661,"+39.2608627","-076.6336921",6606.06238955,1149500.13552
"955",G24051002503012,"24","510","250301","2","245102503012",Block Group 2,G5030,S,753095,3610,"+39.2648977","-076.6398268",4550.84852894,756704.094062
"956",G24051002503031,"24","510","250303","1","245102503031",Block Group 1,G5030,S,653928,29558,"+39.2652475","-076.6460930",4030.71691758,683488.839413
"957",G24051002503032,"24","510","250303","2","245102503032",Block Group 2,G5030,S,123411,0,"+39.2661837","-076.6507137",1481.50741784,123410.398145
"958",G24051002503033,"24","510","250303","3","245102503033",Block Group 3,G5030,S,227268,1237,"+39.2687329","-076.6518716",2077.09937971,228506.244288
"959",G24051002504011,"24","510","250401","1","245102504011",Block Group 1,G5030,S,532609,7097,"+39.2387911","-076.6033750",4067.06634672,537174.062256
"960",G24051002504012,"24","510","250401","2","245102504012",Block Group 2,G5030,S,267909,0,"+39.2344753","-076.6061627",2101.91978664,267909.471375
"961",G24051002504013,"24","510","250401","3","245102504013",Block Group 3,G5030,S,380777,24250,"+39.2379767","-076.6138716",2732.68774845,405029.369989
"962",G24051002504021,"24","510","250402","1","245102504021",Block Group 1,G5030,S,169097,0,"+39.2327160","-076.5987269",1690.828997,169095.548934
"963",G24051002504022,"24","510","250402","2","245102504022",Block Group 2,G5030,S,98471,0,"+39.2291702","-076.6001682",1349.58179364,98470.4255617
"964",G24051002504023,"24","510","250402","3","245102504023",Block Group 3,G5030,S,283116,0,"+39.2286079","-076.6034388",2571.92425824,283116.254581
"965",G24051002504024,"24","510","250402","4","245102504024",Block Group 4,G5030,S,151752,0,"+39.2334732","-076.6019532",1804.4160088,151752.011569
"966",G24051002505001,"24","510","250500","1","245102505001",Block Group 1,G5030,S,4828386,1926322,"+39.2072555","-076.5521979",13794.1069116,4888569.64814
"967",G24051002505002,"24","510","250500","2","245102505002",Block Group 2,G5030,S,2428966,2143785,"+39.2176239","-076.5823444",15629.9137427,2428966.34132
"968",G24051002505003,"24","510","250500","3","245102505003",Block Group 3,G5030,S,769996,0,"+39.2245149","-076.5931806",4347.02019153,769996.537068
"969",G24051002505004,"24","510","250500","4","245102505004",Block Group 4,G5030,S,190209,0,"+39.2296167","-076.5895489",2066.33408582,190207.914428
"970",G24051002505005,"24","510","250500","5","245102505005",Block Group 5,G5030,S,353639,0,"+39.2305363","-076.5946445",2784.23615715,353638.986898
"971",G24051002506001,"24","510","250600","1","245102506001",Block Group 1,G5030,S,5673862,9589221,"+39.2368421","-076.5748320",25241.327477,5710808.14168
"972",G24051002601011,"24","510","260101","1","245102601011",Block Group 1,G5030,S,385762,0,"+39.3493477","-076.5335598",3783.51508771,385763.893985
"973",G24051002601012,"24","510","260101","2","245102601012",Block Group 2,G5030,S,233891,0,"+39.3462361","-076.5313532",2288.219435,233890.437618
"974",G24051002601013,"24","510","260101","3","245102601013",Block Group 3,G5030,S,310913,0,"+39.3389952","-076.5328937",2810.28003525,310913.697338
"975",G24051002601014,"24","510","260101","4","245102601014",Block Group 4,G5030,S,292989,0,"+39.3401600","-076.5397047",2802.98797817,292988.096898
"976",G24051002601015,"24","510","260101","5","245102601015",Block Group 5,G5030,S,412188,0,"+39.3437862","-076.5380990",3095.33894801,412188.880363
"977",G24051002601021,"24","510","260102","1","245102601021",Block Group 1,G5030,S,259167,0,"+39.3338895","-076.5321967",2495.644077,259166.836268
"978",G24051002601022,"24","510","260102","2","245102601022",Block Group 2,G5030,S,182578,0,"+39.3344613","-076.5361250",2506.33523825,182576.532335
"979",G24051002601023,"24","510","260102","3","245102601023",Block Group 3,G5030,S,268398,0,"+39.3317764","-076.5390549",2986.475114,268398.183548
"980",G24051002601024,"24","510","260102","4","245102601024",Block Group 4,G5030,S,312829,0,"+39.3374467","-076.5428216",3055.51239867,312829.228694
"981",G24051002601025,"24","510","260102","5","245102601025",Block Group 5,G5030,S,428548,0,"+39.3360320","-076.5463275",3079.84918984,428549.195591
"982",G24051002602011,"24","510","260201","1","245102602011",Block Group 1,G5030,S,373584,0,"+39.3342310","-076.5530934",2650.95859007,373584.364456
"983",G24051002602012,"24","510","260201","2","245102602012",Block Group 2,G5030,S,399176,0,"+39.3303429","-076.5497247",3214.09689072,399174.551793
"984",G24051002602013,"24","510","260201","3","245102602013",Block Group 3,G5030,S,270077,0,"+39.3297630","-076.5566101",2452.75711999,270075.78655
"985",G24051002602014,"24","510","260201","4","245102602014",Block Group 4,G5030,S,593044,0,"+39.3262301","-076.5455348",3167.5495783,593045.818746
"986",G24051002602021,"24","510","260202","1","245102602021",Block Group 1,G5030,S,112702,0,"+39.3288943","-076.5613634",1392.64141083,112702.792246
"987",G24051002602022,"24","510","260202","2","245102602022",Block Group 2,G5030,S,386535,0,"+39.3213360","-076.5517123",3841.33628519,386534.87796
"988",G24051002602023,"24","510","260202","3","245102602023",Block Group 3,G5030,S,319361,1618,"+39.3230184","-076.5553978",2993.98850031,320979.610635
"989",G24051002602024,"24","510","260202","4","245102602024",Block Group 4,G5030,S,200692,0,"+39.3263664","-076.5634744",1980.50366187,200690.822947
"990",G24051002602031,"24","510","260203","1","245102602031",Block Group 1,G5030,S,543840,0,"+39.3197799","-076.5473615",3272.32026661,543841.81216
"991",G24051002602032,"24","510","260203","2","245102602032",Block Group 2,G5030,S,346842,0,"+39.3270212","-076.5382091",2911.85254752,346839.301035
"992",G24051002603011,"24","510","260301","1","245102603011",Block Group 1,G5030,S,120064,0,"+39.3244627","-076.5664900",1509.47628091,120062.478744
"993",G24051002603012,"24","510","260301","2","245102603012",Block Group 2,G5030,S,143098,0,"+39.3221827","-076.5626158",1696.00567744,143098.854401
"994",G24051002603013,"24","510","260301","3","245102603013",Block Group 3,G5030,S,112454,0,"+39.3209657","-076.5655682",1458.89448729,112453.257089
"995",G24051002603014,"24","510","260301","4","245102603014",Block Group 4,G5030,S,66067,0,"+39.3230627","-076.5690538",1066.08809115,66065.7530799
"996",G24051002603015,"24","510","260301","5","245102603015",Block Group 5,G5030,S,165686,0,"+39.3207982","-076.5700529",1830.86576518,165683.618886
"997",G24051002603021,"24","510","260302","1","245102603021",Block Group 1,G5030,S,159049,0,"+39.3191889","-076.5577527",1579.01087639,159047.180774
"998",G24051002603022,"24","510","260302","2","245102603022",Block Group 2,G5030,S,123833,0,"+39.3177346","-076.5603316",1645.55315065,123833.075738
"999",G24051002603023,"24","510","260302","3","245102603023",Block Group 3,G5030,S,123647,0,"+39.3149140","-076.5632601",1602.41274669,123647.462904
"1000",G24051002603024,"24","510","260302","4","245102603024",Block Group 4,G5030,S,183141,0,"+39.3175080","-076.5646494",1716.04970451,183141.050929
"1001",G24051002603025,"24","510","260302","5","245102603025",Block Group 5,G5030,S,118741,0,"+39.3165650","-076.5681979",1626.7397055,118740.659851
"1002",G24051002603026,"24","510","260302","6","245102603026",Block Group 6,G5030,S,188347,0,"+39.3161427","-076.5709314",2010.61458527,188349.328125
"1003",G24051002603031,"24","510","260303","1","245102603031",Block Group 1,G5030,S,1218969,0,"+39.3125926","-076.5604712",5558.32260234,1218969.70376
"1004",G24051002604011,"24","510","260401","1","245102604011",Block Group 1,G5030,S,463149,0,"+39.3072015","-076.5480736",3349.0173603,463148.467961
"1005",G24051002604012,"24","510","260401","2","245102604012",Block Group 2,G5030,S,769167,0,"+39.3060952","-076.5559890",4374.40675865,769168.675574
"1006",G24051002604013,"24","510","260401","3","245102604013",Block Group 3,G5030,S,108832,0,"+39.3030729","-076.5503243",2102.4011527,108830.849742
"1007",G24051002604021,"24","510","260402","1","245102604021",Block Group 1,G5030,S,461906,0,"+39.3215037","-076.5365683",4336.06569428,461906.229819
"1008",G24051002604022,"24","510","260402","2","245102604022",Block Group 2,G5030,S,876592,0,"+39.3144158","-076.5437563",4668.94257807,876593.355254
"1009",G24051002604031,"24","510","260403","1","245102604031",Block Group 1,G5030,S,380104,0,"+39.3253655","-076.5320723",3644.93107475,380105.827428
"1010",G24051002604032,"24","510","260403","2","245102604032",Block Group 2,G5030,S,1326780,0,"+39.3117804","-076.5358966",5922.73808901,1326782.67954
"1011",G24051002604041,"24","510","260404","1","245102604041",Block Group 1,G5030,S,1963562,0,"+39.2999323","-076.5399575",7473.61145765,1963564.41357
"1012",G24051002604042,"24","510","260404","2","245102604042",Block Group 2,G5030,S,2069541,0,"+39.3010348","-076.5622753",7694.15354358,2069545.48649
"1013",G24051002604043,"24","510","260404","3","245102604043",Block Group 3,G5030,S,434167,0,"+39.2960476","-076.5663555",2666.50963731,434167.997478
"1014",G24051002605011,"24","510","260501","1","245102605011",Block Group 1,G5030,S,1360932,3813,"+39.2932690","-076.5407936",5306.84125799,1364746.38083
"1015",G24051002605012,"24","510","260501","2","245102605012",Block Group 2,G5030,S,277670,0,"+39.2851096","-076.5516015",2330.04744271,277671.520545
"1016",G24051002605013,"24","510","260501","3","245102605013",Block Group 3,G5030,S,1578652,0,"+39.2866387","-076.5384014",7280.25511239,1578649.46829
"1017",G24051002606041,"24","510","260604","1","245102606041",Block Group 1,G5030,S,150779,0,"+39.2796931","-076.5414480",1539.92737004,150778.489731
"1018",G24051002606042,"24","510","260604","2","245102606042",Block Group 2,G5030,S,126286,0,"+39.2802031","-076.5372021",1586.79904356,126285.189242
"1019",G24051002606043,"24","510","260604","3","245102606043",Block Group 3,G5030,S,226601,0,"+39.2771478","-076.5380110",2421.87841377,226601.988702
"1020",G24051002606051,"24","510","260605","1","245102606051",Block Group 1,G5030,S,432512,0,"+39.2788093","-076.5317059",3780.63606289,432512.173178
"1021",G24051002606052,"24","510","260605","2","245102606052",Block Group 2,G5030,S,418239,0,"+39.2742264","-076.5378752",3322.58963878,418235.068416
"1022",G24051002606053,"24","510","260605","3","245102606053",Block Group 3,G5030,S,164184,0,"+39.2791124","-076.5455229",1822.94276187,164183.093528
"1023",G24051002606054,"24","510","260605","4","245102606054",Block Group 4,G5030,S,436370,9402,"+39.2634425","-076.5336643",3658.13583699,445432.551406
"1024",G24051002606055,"24","510","260605","5","245102606055",Block Group 5,G5030,S,132813,7144,"+39.2770647","-076.5689126",1913.89225564,139958.179436
"1025",G24051002606056,"24","510","260605","6","245102606056",Block Group 6,G5030,S,8425979,7137768,"+39.2571476","-076.5473462",30660.5558476,8457467.19609
"1026",G24051002607001,"24","510","260700","1","245102607001",Block Group 1,G5030,S,648876,0,"+39.2866214","-076.5589666",4943.93712864,648873.417359
"1027",G24051002607002,"24","510","260700","2","245102607002",Block Group 2,G5030,S,108135,0,"+39.2855313","-076.5567302",1349.22625922,108135.571944
"1028",G24051002608001,"24","510","260800","1","245102608001",Block Group 1,G5030,S,166398,0,"+39.2910892","-076.5653042",2007.63020403,166398.496446
"1029",G24051002608002,"24","510","260800","2","245102608002",Block Group 2,G5030,S,145310,0,"+39.2890972","-076.5667042",1864.99951754,145307.723914
"1030",G24051002609001,"24","510","260900","1","245102609001",Block Group 1,G5030,S,246895,0,"+39.2855936","-076.5660857",2264.63747816,246894.809727
"1031",G24051002609002,"24","510","260900","2","245102609002",Block Group 2,G5030,S,110891,0,"+39.2831813","-076.5641112",1329.65306447,110893.219625
"1032",G24051002609003,"24","510","260900","3","245102609003",Block Group 3,G5030,S,192870,0,"+39.2804396","-076.5659741",1896.85325583,192870.722745
"1033",G24051002610001,"24","510","261000","1","245102610001",Block Group 1,G5030,S,57417,0,"+39.2982229","-076.5712185",956.508976314,57417.2599634
"1034",G24051002610002,"24","510","261000","2","245102610002",Block Group 2,G5030,S,109493,0,"+39.2952070","-076.5710273",1432.65529457,109491.91944
"1035",G24051002610003,"24","510","261000","3","245102610003",Block Group 3,G5030,S,52146,0,"+39.2923496","-076.5708895",1017.20460866,52146.4442615
"1036",G24051002610004,"24","510","261000","4","245102610004",Block Group 4,G5030,S,90970,0,"+39.2894065","-076.5704689",1275.28169956,90968.579932
"1037",G24051002611001,"24","510","261100","1","245102611001",Block Group 1,G5030,S,98025,0,"+39.2854925","-076.5702117",1340.55597639,98025.3239271
"1038",G24051002611002,"24","510","261100","2","245102611002",Block Group 2,G5030,S,121756,0,"+39.2809154","-076.5699289",1567.38821784,121755.813538
"1039",G24051002701011,"24","510","270101","1","245102701011",Block Group 1,G5030,S,247691,0,"+39.3359595","-076.5692442",2193.97188158,247692.798523
"1040",G24051002701012,"24","510","270101","2","245102701012",Block Group 2,G5030,S,706421,2251,"+39.3319331","-076.5682437",4637.54878111,708674.029361
"1041",G24051002701021,"24","510","270102","1","245102701021",Block Group 1,G5030,S,182674,0,"+39.3423032","-076.5584619",1796.09467788,182672.569842
"1042",G24051002701022,"24","510","270102","2","245102701022",Block Group 2,G5030,S,208076,0,"+39.3387926","-076.5559230",2109.36711019,208077.648037
"1043",G24051002701023,"24","510","270102","3","245102701023",Block Group 3,G5030,S,259756,0,"+39.3347501","-076.5594389",2323.24665548,259756.950117
"1044",G24051002701024,"24","510","270102","4","245102701024",Block Group 4,G5030,S,370524,0,"+39.3388451","-076.5626371",2528.01628038,370523.007608
"1045",G24051002702001,"24","510","270200","1","245102702001",Block Group 1,G5030,S,225925,0,"+39.3394964","-076.5705446",1960.62807754,225926.953066
"1046",G24051002702002,"24","510","270200","2","245102702002",Block Group 2,G5030,S,465884,0,"+39.3398699","-076.5768241",3855.7602907,465884.529109
"1047",G24051002702003,"24","510","270200","3","245102702003",Block Group 3,G5030,S,246710,0,"+39.3432058","-076.5734662",1973.3506132,246709.126783
"1048",G24051002703011,"24","510","270301","1","245102703011",Block Group 1,G5030,S,226344,0,"+39.3500873","-076.5668048",1926.81071595,226345.324714
"1049",G24051002703012,"24","510","270301","2","245102703012",Block Group 2,G5030,S,208883,0,"+39.3460185","-076.5694216",2014.20756828,208882.44658
"1050",G24051002703013,"24","510","270301","3","245102703013",Block Group 3,G5030,S,291342,0,"+39.3472447","-076.5773971",2559.10611684,291342.347436
"1051",G24051002703014,"24","510","270301","4","245102703014",Block Group 4,G5030,S,412017,0,"+39.3506647","-076.5731598",3140.81197565,412018.45051
"1052",G24051002703021,"24","510","270302","1","245102703021",Block Group 1,G5030,S,223931,0,"+39.3468653","-076.5622296",2061.67762011,223934.059268
"1053",G24051002703022,"24","510","270302","2","245102703022",Block Group 2,G5030,S,295328,0,"+39.3434054","-076.5650894",2576.76758794,295329.412687
"1054",G24051002704011,"24","510","270401","1","245102704011",Block Group 1,G5030,S,528714,0,"+39.3494275","-076.5408005",3333.30377285,528713.211421
"1055",G24051002704012,"24","510","270401","2","245102704012",Block Group 2,G5030,S,399499,0,"+39.3465665","-076.5476803",3040.12303226,399499.574738
"1056",G24051002704013,"24","510","270401","3","245102704013",Block Group 3,G5030,S,286642,0,"+39.3413548","-076.5503933",2330.09271249,286642.56932
"1057",G24051002704014,"24","510","270401","4","245102704014",Block Group 4,G5030,S,242423,0,"+39.3442935","-076.5540968",2011.6712438,242424.164336
"1058",G24051002704021,"24","510","270402","1","245102704021",Block Group 1,G5030,S,234676,0,"+39.3515854","-076.5469834",2112.3836536,234676.870343
"1059",G24051002704022,"24","510","270402","2","245102704022",Block Group 2,G5030,S,311963,0,"+39.3483512","-076.5550152",2631.15537646,311963.911138
"1060",G24051002704023,"24","510","270402","3","245102704023",Block Group 3,G5030,S,258207,0,"+39.3509237","-076.5593580",2238.92714845,258206.081492
"1061",G24051002704024,"24","510","270402","4","245102704024",Block Group 4,G5030,S,396377,0,"+39.3534923","-076.5539721",2586.77503507,396376.940443
"1062",G24051002705011,"24","510","270501","1","245102705011",Block Group 1,G5030,S,1048056,2012,"+39.3656416","-076.5333011",5609.42314659,1050070.2508
"1063",G24051002705012,"24","510","270501","2","245102705012",Block Group 2,G5030,S,390080,0,"+39.3691011","-076.5424528",2410.55213256,390080.04281
"1064",G24051002705013,"24","510","270501","3","245102705013",Block Group 3,G5030,S,433185,0,"+39.3622584","-076.5389558",4081.03318396,433186.383066
"1065",G24051002705014,"24","510","270501","4","245102705014",Block Group 4,G5030,S,448551,0,"+39.3643275","-076.5460847",2667.2884446,448551.892745
"1066",G24051002705021,"24","510","270502","1","245102705021",Block Group 1,G5030,S,380422,0,"+39.3556180","-076.5350471",2899.08917861,380421.999086
"1067",G24051002705022,"24","510","270502","2","245102705022",Block Group 2,G5030,S,430148,0,"+39.3561135","-076.5418532",3399.26273917,430148.377195
"1068",G24051002705023,"24","510","270502","3","245102705023",Block Group 3,G5030,S,319694,0,"+39.3574900","-076.5477128",2612.76308299,319693.574403
"1069",G24051002705024,"24","510","270502","4","245102705024",Block Group 4,G5030,S,409511,0,"+39.3590583","-076.5524054",2722.70860389,409509.370182
"1070",G24051002706001,"24","510","270600","1","245102706001",Block Group 1,G5030,S,190119,0,"+39.3551975","-076.5674236",1770.52114252,190117.829189
"1071",G24051002706002,"24","510","270600","2","245102706002",Block Group 2,G5030,S,291174,0,"+39.3544204","-076.5629753",2451.99927631,291173.669029
"1072",G24051002706003,"24","510","270600","3","245102706003",Block Group 3,G5030,S,341558,0,"+39.3578190","-076.5693306",3020.29338048,341558.887531
"1073",G24051002706004,"24","510","270600","4","245102706004",Block Group 4,G5030,S,323728,0,"+39.3594074","-076.5608529",2443.58321612,323727.959028
"1074",G24051002706005,"24","510","270600","5","245102706005",Block Group 5,G5030,S,224719,0,"+39.3622983","-076.5666421",1906.18371211,224717.775614
"1075",G24051002706006,"24","510","270600","6","245102706006",Block Group 6,G5030,S,182551,0,"+39.3621169","-076.5716912",2929.45273602,182550.051578
"1076",G24051002707011,"24","510","270701","1","245102707011",Block Group 1,G5030,S,387936,0,"+39.3699901","-076.5664177",2798.29788643,387936.222258
"1077",G24051002707021,"24","510","270702","1","245102707021",Block Group 1,G5030,S,122768,0,"+39.3675381","-076.5710654",1859.52928459,122768.177059
"1078",G24051002707022,"24","510","270702","2","245102707022",Block Group 2,G5030,S,429768,0,"+39.3653694","-076.5649879",3207.76721384,429767.722631
"1079",G24051002707023,"24","510","270702","3","245102707023",Block Group 3,G5030,S,296184,0,"+39.3617397","-076.5562243",2518.74475801,296183.540855
"1080",G24051002707031,"24","510","270703","1","245102707031",Block Group 1,G5030,S,236918,0,"+39.3699742","-076.5491677",2234.27816711,236917.541174
"1081",G24051002707032,"24","510","270703","2","245102707032",Block Group 2,G5030,S,324273,0,"+39.3664578","-076.5535234",2251.57739472,324275.168573
"1082",G24051002707033,"24","510","270703","3","245102707033",Block Group 3,G5030,S,432756,0,"+39.3696617","-076.5575853",3203.76181755,432756.31438
"1083",G24051002708011,"24","510","270801","1","245102708011",Block Group 1,G5030,S,168339,0,"+39.3705020","-076.5856110",1722.35785816,168339.738509
"1084",G24051002708012,"24","510","270801","2","245102708012",Block Group 2,G5030,S,261006,0,"+39.3678051","-076.5896014",2406.06590144,261006.759946
"1085",G24051002708013,"24","510","270801","3","245102708013",Block Group 3,G5030,S,188413,0,"+39.3684617","-076.5974771",1930.6322641,188414.239854
"1086",G24051002708014,"24","510","270801","4","245102708014",Block Group 4,G5030,S,190548,0,"+39.3706844","-076.5923146",2100.70073423,190548.949807
"1087",G24051002708021,"24","510","270802","1","245102708021",Block Group 1,G5030,S,185978,0,"+39.3641158","-076.5886372",1851.70764401,185976.322881
"1088",G24051002708022,"24","510","270802","2","245102708022",Block Group 2,G5030,S,264129,0,"+39.3581669","-076.5911322",2555.01132981,264127.973394
"1089",G24051002708023,"24","510","270802","3","245102708023",Block Group 3,G5030,S,209214,0,"+39.3582389","-076.5948617",2443.50175787,209215.091553
"1090",G24051002708024,"24","510","270802","4","245102708024",Block Group 4,G5030,S,270877,0,"+39.3637003","-076.5961236",2303.11902396,270875.12859
"1091",G24051002708025,"24","510","270802","5","245102708025",Block Group 5,G5030,S,169366,0,"+39.3638437","-076.5923876",1816.85945042,169367.120543
"1092",G24051002708031,"24","510","270803","1","245102708031",Block Group 1,G5030,S,1105453,0,"+39.3624640","-076.5764660",5848.58335055,1105454.80468
"1093",G24051002708032,"24","510","270803","2","245102708032",Block Group 2,G5030,S,560878,0,"+39.3666573","-076.5812034",3155.51950375,560876.074222
"1094",G24051002708033,"24","510","270803","3","245102708033",Block Group 3,G5030,S,524456,2110,"+39.3596510","-076.5850467",2971.6926188,526564.882399
"1095",G24051002708041,"24","510","270804","1","245102708041",Block Group 1,G5030,S,207304,0,"+39.3704088","-076.6015645",2804.52337971,207303.256904
"1096",G24051002708042,"24","510","270804","2","245102708042",Block Group 2,G5030,S,146060,0,"+39.3659786","-076.6037775",1834.07769384,146058.679817
"1097",G24051002708043,"24","510","270804","3","245102708043",Block Group 3,G5030,S,187911,0,"+39.3675115","-076.6056252",2543.74204408,187909.97837
"1098",G24051002708044,"24","510","270804","4","245102708044",Block Group 4,G5030,S,180214,0,"+39.3700186","-076.6076407",1727.33190628,180214.160369
"1099",G24051002708051,"24","510","270805","1","245102708051",Block Group 1,G5030,S,212027,0,"+39.3627405","-076.6003079",2058.75982871,212026.023184
"1100",G24051002708052,"24","510","270805","2","245102708052",Block Group 2,G5030,S,246897,0,"+39.3564323","-076.5985273",2249.57674251,246895.06732
"1101",G24051002708053,"24","510","270805","3","245102708053",Block Group 3,G5030,S,243964,0,"+39.3570419","-076.6038445",2626.31932196,243963.437301
"1102",G24051002708054,"24","510","270805","4","245102708054",Block Group 4,G5030,S,161927,0,"+39.3581913","-076.6069786",1814.21454533,161926.864541
"1103",G24051002708055,"24","510","270805","5","245102708055",Block Group 5,G5030,S,383450,0,"+39.3622039","-076.6062933",2924.84242505,383448.984227
"1104",G24051002709011,"24","510","270901","1","245102709011",Block Group 1,G5030,S,248170,0,"+39.3523548","-076.5931882",2184.44297623,248172.881199
"1105",G24051002709012,"24","510","270901","2","245102709012",Block Group 2,G5030,S,185439,0,"+39.3481194","-076.5939258",1780.45823346,185437.185488
"1106",G24051002709013,"24","510","270901","3","245102709013",Block Group 3,G5030,S,243832,0,"+39.3489502","-076.5976137",2649.35574613,243832.301318
"1107",G24051002709021,"24","510","270902","1","245102709021",Block Group 1,G5030,S,536824,0,"+39.3510924","-076.5807861",4264.45754158,536824.32147
